,id_venda,id_produto,quantidade,id_cliente_venda,id_funcionario_venda,data,nome,preco,id_categoria_produto,id_fornecedor_produto,id_cliente,nome_cliente,telefone,cidade,email,genero,endereco,renda,data_nascimento,id_funcionario,nome_funcionario,data_nascimento_funcionario,genero_funcionario,estado_civil,dependentes,cargo,salario,id_fornecedor,nome_fornecedor,cidade_fornecedor,endereco_fornecedor,cnpj,id_categoria,nome_categoria,custo_total
74,110,19,1,30,8,2024-10-18,Cereal Matinal,12.0,3,3,30,Julia Santos,(41) 98765-5432,Curitiba,julia@email.com,Feminino,"Rua D1, 876",3200.0,1994-09-10,8,Mariana Ferreira,1985-02-15,Feminino,Casada,1,Gerente,6000.0,3,Fornecedor C,Belo Horizonte,"Rua I, 890",5678,3,Alimentos,12.0
75,52,4,2,12,10,2024-08-21,Arroz Integral,10.0,3,3,12,Carla Lima,(21) 98765-3210,Rio de Janeiro,carla@email.com,Feminino,"Rua L, 1098",3900.0,1995-03-14,10,Ana Oliveira,1984-03-20,Feminino,Casada,2,Caixa,3000.0,3,Fornecedor C,Belo Horizonte,"Rua I, 890",5678,3,Alimentos,20.0
76,92,4,2,12,10,2024-09-30,Arroz Integral,10.0,3,3,12,Carla Lima,(21) 98765-3210,Rio de Janeiro,carla@email.com,Feminino,"Rua L, 1098",3900.0,1995-03-14,10,Ana Oliveira,1984-03-20,Feminino,Casada,2,Caixa,3000.0,3,Fornecedor C,Belo Horizonte,"Rua I, 890",5678,3,Alimentos,20.0
77,32,4,2,32,10,2024-08-01,Arroz Integral,10.0,3,3,32,Carolina Costa,(21) 98765-3210,Rio de Janeiro,carolina@email.com,Feminino,"Rua F1, 765",3900.0,1997-04-15,10,Ana Oliveira,1984-03-20,Feminino,Casada,2,Caixa,3000.0,3,Fornecedor C,Belo Horizonte,"Rua I, 890",5678,3,Alimentos,20.0
78,72,4,2,32,10,2024-09-10,Arroz Integral,10.0,3,3,32,Carolina Costa,(21) 98765-3210,Rio de Janeiro,carolina@email.com,Feminino,"Rua F1, 765",3900.0,1997-04-15,10,Ana Oliveira,1984-03-20,Feminino,Casada,2,Caixa,3000.0,3,Fornecedor C,Belo Horizonte,"Rua I, 890",5678,3,Alimentos,20.0
79,112,4,2,32,10,2024-10-20,Arroz Integral,10.0,3,3,32,Carolina Costa,(21) 98765-3210,Rio de Janeiro,carolina@email.com,Feminino,"Rua F1, 765",3900.0,1997-04-15,10,Ana Oliveira,1984-03-20,Feminino,Casada,2,Caixa,3000.0,3,Fornecedor C,Belo Horizonte,"Rua I, 890",5678,3,Alimentos,20.0
80,3,5,1,3,1,2024-07-03,Sofá Confort,2500.0,4,1,3,Carlos Oliveira,(31) 98765-6543,Belo Horizonte,carlos@email.com,Masculino,"Rua C, 789",4500.0,1982-03-25,1,Fernando Silva,1982-07-15,Masculino,Casado,2,Vendedor,3500.0,1,Fornecedor A,São Paulo,"Rua G, 234",1234,4,Móveis,2500.0
81,43,5,1,3,1,2024-08-12,Sofá Confort,2500.0,4,1,3,Carlos Oliveira,(31) 98765-6543,Belo Horizonte,carlos@email.com,Masculino,"Rua C, 789",4500.0,1982-03-25,1,Fernando Silva,1982-07-15,Masculino,Casado,2,Vendedor,3500.0,1,Fornecedor A,São Paulo,"Rua G, 234",1234,4,Móveis,2500.0
82,83,5,1,3,1,2024-09-21,Sofá Confort,2500.0,4,1,3,Carlos Oliveira,(31) 98765-6543,Belo Horizonte,carlos@email.com,Masculino,"Rua C, 789",4500.0,1982-03-25,1,Fernando Silva,1982-07-15,Masculino,Casado,2,Vendedor,3500.0,1,Fornecedor A,São Paulo,"Rua G, 234",1234,4,Móveis,2500.0
83,123,5,1,3,1,2024-10-31,Sofá Confort,2500.0,4,1,3,Carlos Oliveira,(31) 98765-6543,Belo Horizonte,carlos@email.com,Masculino,"Rua C, 789",4500.0,1982-03-25,1,Fernando Silva,1982-07-15,Masculino,Casado,2,Vendedor,3500.0,1,Fornecedor A,São Paulo,"Rua G, 234",1234,4,Móveis,2500.0
84,13,20,2,13,1,2024-07-13,Sapateira,200.0,4,1,13,Bruno Oliveira,(31) 98765-2109,Belo Horizonte,bruno@email.com,Masculino,"Av. M, 432",4500.0,1984-08-07,1,Fernando Silva,1982-07-15,Masculino,Casado,2,Vendedor,3500.0,1,Fornecedor A,São Paulo,"Rua G, 234",1234,4,Móveis,400.0
85,23,5,1,23,1,2024-07-23,Sofá Confort,2500.0,4,1,23,Renato Oliveira,(31) 98765-2109,Belo Horizonte,renato@email.com,Masculino,"Av. W, 321",4500.0,1985-10-14,1,Fernando Silva,1982-07-15,Masculino,Casado,2,Vendedor,3500.0,1,Fornecedor A,São Paulo,"Rua G, 234",1234,4,Móveis,2500.0
86,63,5,1,23,1,2024-09-01,Sofá Confort,2500.0,4,1,23,Renato Oliveira,(31) 98765-2109,Belo Horizonte,renato@email.com,Masculino,"Av. W, 321",4500.0,1985-10-14,1,Fernando Silva,1982-07-15,Masculino,Casado,2,Vendedor,3500.0,1,Fornecedor A,São Paulo,"Rua G, 234",1234,4,Móveis,2500.0
87,103,5,1,23,1,2024-10-11,Sofá Confort,2500.0,4,1,23,Renato Oliveira,(31) 98765-2109,Belo Horizonte,renato@email.com,Masculino,"Av. W, 321",4500.0,1985-10-14,1,Fernando Silva,1982-07-15,Masculino,Casado,2,Vendedor,3500.0,1,Fornecedor A,São Paulo,"Rua G, 234",1234,4,Móveis,2500.0
88,55,10,1,15,3,2024-08-24,Mesa de Jantar,1500.0,4,1,15,Rodrigo Martins,(41) 98765-0987,Curitiba,rodrigo@email.com,Masculino,"Av. O, 321",6500.0,1978-06-23,3,Marcos Oliveira,1975-03-10,Masculino,Divorciado,1,Caixa,2800.0,1,Fornecedor A,São Paulo,"Rua G, 234",1234,4,Móveis,1500.0
89,95,10,1,15,3,2024-10-03,Mesa de Jantar,1500.0,4,1,15,Rodrigo Martins,(41) 98765-0987,Curitiba,rodrigo@email.com,Masculino,"Av. O, 321",6500.0,1978-06-23,3,Marcos Oliveira,1975-03-10,Masculino,Divorciado,1,Caixa,2800.0,1,Fornecedor A,São Paulo,"Rua G, 234",1234,4,Móveis,1500.0
90,35,10,1,35,3,2024-08-04,Mesa de Jantar,1500.0,4,1,35,Gabriel Santos,(41) 98765-0987,Curitiba,gabriel@email.com,Masculino,"Av. I1, 987",6500.0,1980-08-13,3,Marcos Oliveira,1975-03-10,Masculino,Divorciado,1,Caixa,2800.0,1,Fornecedor A,São Paulo,"Rua G, 234",1234,4,Móveis,1500.0
91,75,10,1,35,3,2024-09-13,Mesa de Jantar,1500.0,4,1,35,Gabriel Santos,(41) 98765-0987,Curitiba,gabriel@email.com,Masculino,"Av. I1, 987",6500.0,1980-08-13,3,Marcos Oliveira,1975-03-10,Masculino,Divorciado,1,Caixa,2800.0,1,Fornecedor A,São Paulo,"Rua G, 234",1234,4,Móveis,1500.0
92,115,10,1,35,3,2024-10-23,Mesa de Jantar,1500.0,4,1,35,Gabriel Santos,(41) 98765-0987,Curitiba,gabriel@email.com,Masculino,"Av. I1, 987",6500.0,1980-08-13,3,Marcos Oliveira,1975-03-10,Masculino,Divorciado,1,Caixa,2800.0,1,Fornecedor A,São Paulo,"Rua G, 234",1234,4,Móveis,1500.0
93,8,10,1,8,6,2024-07-08,Mesa de Jantar,1500.0,4,1,8,Mariana Oliveira,(31) 98765-7654,Belo Horizonte,mariana@email.com,Feminino,"Rua H, 987",4800.0,1989-02-22,6,Carla Lima,1990-04-25,Feminino,Solteira,0,Vendedora,3000.0,1,Fornecedor A,São Paulo,"Rua G, 234",1234,4,Móveis,1500.0
94,48,15,1,8,6,2024-08-17,Guarda-Roupa 6 Portas,1800.0,4,1,8,Mariana Oliveira,(31) 98765-7654,Belo Horizonte,mariana@email.com,Feminino,"Rua H, 987",4800.0,1989-02-22,6,Carla Lima,1990-04-25,Feminino,Solteira,0,Vendedora,3000.0,1,Fornecedor A,São Paulo,"Rua G, 234",1234,4,Móveis,1800.0
95,88,15,1,8,6,2024-09-26,Guarda-Roupa 6 Portas,1800.0,4,1,8,Mariana Oliveira,(31) 98765-7654,Belo Horizonte,mariana@email.com,Feminino,"Rua H, 987",4800.0,1989-02-22,6,Carla Lima,1990-04-25,Feminino,Solteira,0,Vendedora,3000.0,1,Fornecedor A,São Paulo,"Rua G, 234",1234,4,Móveis,1800.0
96,18,15,2,18,6,2024-07-18,Guarda-Roupa 6 Portas,1800.0,4,1,18,Vanessa Souza,(31) 98765-7654,Belo Horizonte,vanessa@email.com,Feminino,"Rua R, 234",4000.0,1990-04-03,6,Carla Lima,1990-04-25,Feminino,Solteira,0,Vendedora,3000.0,1,Fornecedor A,São Paulo,"Rua G, 234",1234,4,Móveis,3600.0
97,28,15,1,28,6,2024-07-28,Guarda-Roupa 6 Portas,1800.0,4,1,28,Natália Souza,(31) 98765-7654,Belo Horizonte,natalia@email.com,Feminino,"Rua B1, 987",4000.0,1991-05-08,6,Carla Lima,1990-04-25,Feminino,Solteira,0,Vendedora,3000.0,1,Fornecedor A,São Paulo,"Rua G, 234",1234,4,Móveis,1800.0
98,68,15,1,28,6,2024-09-06,Guarda-Roupa 6 Portas,1800.0,4,1,28,Natália Souza,(31) 98765-7654,Belo Horizonte,natalia@email.com,Feminino,"Rua B1, 987",4000.0,1991-05-08,6,Carla Lima,1990-04-25,Feminino,Solteira,0,Vendedora,3000.0,1,Fornecedor A,São Paulo,"Rua G, 234",1234,4,Móveis,1800.0
99,108,15,1,28,6,2024-10-16,Guarda-Roupa 6 Portas,1800.0,4,1,28,Natália Souza,(31) 98765-7654,Belo Horizonte,natalia@email.com,Feminino,"Rua B1, 987",4000.0,1991-05-08,6,Carla Lima,1990-04-25,Feminino,Solteira,0,Vendedora,3000.0,1,Fornecedor A,São Paulo,"Rua G, 234",1234,4,Móveis,1800.0
100,60,20,2,20,8,2024-08-29,Sapateira,200.0,4,1,20,Larissa Santos,(41) 98765-5432,Curitiba,larissa@email.com,Feminino,"Rua T, 432",3200.0,1993-08-25,8,Mariana Ferreira,1985-02-15,Feminino,Casada,1,Gerente,6000.0,1,Fornecedor A,São Paulo,"Rua G, 234",1234,4,Móveis,400.0
101,100,20,2,20,8,2024-10-08,Sapateira,200.0,4,1,20,Larissa Santos,(41) 98765-5432,Curitiba,larissa@email.com,Feminino,"Rua T, 432",3200.0,1993-08-25,8,Mariana Ferreira,1985-02-15,Feminino,Casada,1,Gerente,6000.0,1,Fornecedor A,São Paulo,"Rua G, 234",1234,4,Móveis,400.0
102,40,20,2,40,8,2024-08-09,Sapateira,200.0,4,1,40,Mariana Santos,(41) 98765-5432,Curitiba,mariana@email.com,Feminino,"Rua N1, 876",3200.0,1993-04-27,8,Mariana Ferreira,1985-02-15,Feminino,Casada,1,Gerente,6000.0,1,Fornecedor A,São Paulo,"Rua G, 234",1234,4,Móveis,400.0
103,80,20,2,40,8,2024-09-18,Sapateira,200.0,4,1,40,Mariana Santos,(41) 98765-5432,Curitiba,mariana@email.com,Feminino,"Rua N1, 876",3200.0,1993-04-27,8,Mariana Ferreira,1985-02-15,Feminino,Casada,1,Gerente,6000.0,1,Fornecedor A,São Paulo,"Rua G, 234",1234,4,Móveis,400.0
104,120,20,2,40,8,2024-10-28,Sapateira,200.0,4,1,40,Mariana Santos,(41) 98765-5432,Curitiba,mariana@email.com,Feminino,"Rua N1, 876",3200.0,1993-04-27,8,Mariana Ferreira,1985-02-15,Feminino,Casada,1,Gerente,6000.0,1,Fornecedor A,São Paulo,"Rua G, 234",1234,4,Móveis,400.0
105,53,6,1,13,1,2024-08-22,Shampoo Revitalizante,20.0,5,2,13,Bruno Oliveira,(31) 98765-2109,Belo Horizonte,bruno@email.com,Masculino,"Av. M, 432",4500.0,1984-08-07,1,Fernando Silva,1982-07-15,Masculino,Casado,2,Vendedor,3500.0,2,Fornecedor B,Rio de Janeiro,"Av. H, 567",9876,5,Cosméticos,20.0
106,93,6,1,13,1,2024-10-01,Shampoo Revitalizante,20.0,5,2,13,Bruno Oliveira,(31) 98765-2109,Belo Horizonte,bruno@email.com,Masculino,"Av. M, 432",4500.0,1984-08-07,1,Fernando Silva,1982-07-15,Masculino,Casado,2,Vendedor,3500.0,2,Fornecedor B,Rio de Janeiro,"Av. H, 567",9876,5,Cosméticos,20.0
107,33,6,1,33,1,2024-08-02,Shampoo Revitalizante,20.0,5,2,33,Paulo Oliveira,(31) 98765-2109,Belo Horizonte,paulo@email.com,Masculino,"Av. G1, 321",4500.0,1986-11-18,1,Fernando Silva,1982-07-15,Masculino,Casado,2,Vendedor,3500.0,2,Fornecedor B,Rio de Janeiro,"Av. H, 567",9876,5,Cosméticos,20.0
108,73,6,1,33,1,2024-09-11,Shampoo Revitalizante,20.0,5,2,33,Paulo Oliveira,(31) 98765-2109,Belo Horizonte,paulo@email.com,Masculino,"Av. G1, 321",4500.0,1986-11-18,1,Fernando Silva,1982-07-15,Masculino,Casado,2,Vendedor,3500.0,2,Fornecedor B,Rio de Janeiro,"Av. H, 567",9876,5,Cosméticos,20.0
109,113,6,1,33,1,2024-10-21,Shampoo Revitalizante,20.0,5,2,33,Paulo Oliveira,(31) 98765-2109,Belo Horizonte,paulo@email.com,Masculino,"Av. G1, 321",4500.0,1986-11-18,1,Fernando Silva,1982-07-15,Masculino,Casado,2,Vendedor,3500.0,2,Fornecedor B,Rio de Janeiro,"Av. H, 567",9876,5,Cosméticos,20.0
110,6,6,2,6,4,2024-07-06,Shampoo Revitalizante,20.0,5,2,6,Luciana Lima,(11) 98765-9876,São Paulo,luciana@email.com,Feminino,"Rua F, 321",4200.0,1987-06-30,4,Patrícia Souza,1988-06-05,Feminino,Solteira,0,Vendedora,3200.0,2,Fornecedor B,Rio de Janeiro,"Av. H, 567",9876,5,Cosméticos,40.0
111,46,11,2,6,4,2024-08-15,Condicionador Hidratante,25.0,5,2,6,Luciana Lima,(11) 98765-9876,São Paulo,luciana@email.com,Feminino,"Rua F, 321",4200.0,1987-06-30,4,Patrícia Souza,1988-06-05,Feminino,Solteira,0,Vendedora,3200.0,2,Fornecedor B,Rio de Janeiro,"Av. H, 567",9876,5,Cosméticos,50.0
112,86,11,2,6,4,2024-09-24,Condicionador Hidratante,25.0,5,2,6,Luciana Lima,(11) 98765-9876,São Paulo,luciana@email.com,Feminino,"Rua F, 321",4200.0,1987-06-30,4,Patrícia Souza,1988-06-05,Feminino,Solteira,0,Vendedora,3200.0,2,Fornecedor B,Rio de Janeiro,"Av. H, 567",9876,5,Cosméticos,50.0
113,16,11,1,16,4,2024-07-16,Condicionador Hidratante,25.0,5,2,16,Juliana Ferreira,(11) 98765-9876,São Paulo,juliana@email.com,Feminino,"Rua P, 876",4800.0,1987-09-17,4,Patrícia Souza,1988-06-05,Feminino,Solteira,0,Vendedora,3200.0,2,Fornecedor B,Rio de Janeiro,"Av. H, 567",9876,5,Cosméticos,25.0
114,26,11,2,26,4,2024-07-26,Condicionador Hidratante,25.0,5,2,26,Isabela Ferreira,(11) 98765-9876,São Paulo,isabela@email.com,Feminino,"Rua Z, 234",4800.0,1988-10-03,4,Patrícia Souza,1988-06-05,Feminino,Solteira,0,Vendedora,3200.0,2,Fornecedor B,Rio de Janeiro,"Av. H, 567",9876,5,Cosméticos,50.0
115,66,11,2,26,4,2024-09-04,Condicionador Hidratante,25.0,5,2,26,Isabela Ferreira,(11) 98765-9876,São Paulo,isabela@email.com,Feminino,"Rua Z, 234",4800.0,1988-10-03,4,Patrícia Souza,1988-06-05,Feminino,Solteira,0,Vendedora,3200.0,2,Fornecedor B,Rio de Janeiro,"Av. H, 567",9876,5,Cosméticos,50.0
116,106,11,2,26,4,2024-10-14,Condicionador Hidratante,25.0,5,2,26,Isabela Ferreira,(11) 98765-9876,São Paulo,isabela@email.com,Feminino,"Rua Z, 234",4800.0,1988-10-03,4,Patrícia Souza,1988-06-05,Feminino,Solteira,0,Vendedora,3200.0,2,Fornecedor B,Rio de Janeiro,"Av. H, 567",9876,5,Cosméticos,50.0
117,58,16,1,18,6,2024-08-27,Perfume Masculino,80.0,5,2,18,Vanessa Souza,(31) 98765-7654,Belo Horizonte,vanessa@email.com,Feminino,"Rua R, 234",4000.0,1990-04-03,6,Carla Lima,1990-04-25,Feminino,Solteira,0,Vendedora,3000.0,2,Fornecedor B,Rio de Janeiro,"Av. H, 567",9876,5,Cosméticos,80.0
118,98,16,1,18,6,2024-10-06,Perfume Masculino,80.0,5,2,18,Vanessa Souza,(31) 98765-7654,Belo Horizonte,vanessa@email.com,Feminino,"Rua R, 234",4000.0,1990-04-03,6,Carla Lima,1990-04-25,Feminino,Solteira,0,Vendedora,3000.0,2,Fornecedor B,Rio de Janeiro,"Av. H, 567",9876,5,Cosméticos,80.0
119,38,16,1,38,6,2024-08-07,Perfume Masculino,80.0,5,2,38,Renata Oliveira,(31) 98765-7654,Belo Horizonte,renata@email.com,Feminino,"Rua L1, 987",4000.0,1992-06-03,6,Carla Lima,1990-04-25,Feminino,Solteira,0,Vendedora,3000.0,2,Fornecedor B,Rio de Janeiro,"Av. H, 567",9876,5,Cosméticos,80.0
120,78,16,1,38,6,2024-09-16,Perfume Masculino,80.0,5,2,38,Renata Oliveira,(31) 98765-7654,Belo Horizonte,renata@email.com,Feminino,"Rua L1, 987",4000.0,1992-06-03,6,Carla Lima,1990-04-25,Feminino,Solteira,0,Vendedora,3000.0,2,Fornecedor B,Rio de Janeiro,"Av. H, 567",9876,5,Cosméticos,80.0
121,118,16,1,38,6,2024-10-26,Perfume Masculino,80.0,5,2,38,Renata Oliveira,(31) 98765-7654,Belo Horizonte,renata@email.com,Feminino,"Rua L1, 987",4000.0,1992-06-03,6,Carla Lima,1990-04-25,Feminino,Solteira,0,Vendedora,3000.0,2,Fornecedor B,Rio de Janeiro,"Av. H, 567",9876,5,Cosméticos,80.0
122,11,16,1,11,9,2024-07-11,Perfume Masculino,80.0,5,2,11,Felipe Santos,(11) 98765-4321,São Paulo,felipe@email.com,Masculino,"Av. K, 567",5800.0,1986-11-28,9,Lucas Costa,1989-08-10,Masculino,Solteiro,0,Vendedor,3400.0,2,Fornecedor B,Rio de Janeiro,"Av. H, 567",9876,5,Cosméticos,80.0
