Id Cliente,Id Conta Bancária,Data de Emissao,Data de Vencimento,Data da Movimentação,Valor da Movimentação
785,x 64252401479-03,5/8/2018,6/13/2018,6/13/2018,"3833,5"
787,x 75664985359-06,5/8/2018,6/13/2018,6/13/2018,"2718,3"
792,x 25455392583-10,5/8/2018,6/13/2018,6/13/2018,"3972,9"
178,x 10641176832-10,6/14/2018,6/14/2018,6/14/2018,"130600,8"
285,x 39315597929-00,5/3/2018,6/14/2018,6/14/2018,"8961,75"
286,x 63718177635-06,5/3/2018,6/14/2018,6/14/2018,"25150,01"
458,x 41541621975-04,4/20/2018,6/15/2018,6/14/2018,"5691,6"
458,x 94994947160-08,5/17/2018,6/14/2018,6/14/2018,6324
174,x 63718177635-06,5/12/2018,6/16/2018,6/16/2018,"70176,95"
246,x 10641176832-10,5/11/2018,6/15/2018,6/16/2018,"6720,16"
777,x 41541621975-04,4/7/2018,5/15/2018,6/19/2018,"5441,241"
96,x 26759470396-10,5/10/2018,6/21/2018,6/21/2018,"13465,48"
458,x 57767778949-09,5/17/2018,6/21/2018,6/21/2018,6324
779,x 14599123731-03,5/23/2018,6/21/2018,6/21/2018,3485
783,x 10859524552-06,5/23/2018,6/21/2018,6/21/2018,"3833,5"
196,x 80771218846-00,5/12/2018,6/16/2018,6/22/2018,"11976,84"
246,x 63718177635-06,5/11/2018,6/20/2018,6/22/2018,"6451,93"
428,x 86791017985-09,1/31/2018,2/28/2018,6/22/2018,"9946,904"
792,x 10859524552-06,5/23/2018,7/7/2018,6/22/2018,0
792,x 61586581630-06,5/23/2018,7/20/2018,6/22/2018,0
196,x 10641176832-10,5/12/2018,6/23/2018,6/23/2018,"12464,82"
779,x 26759470396-10,5/23/2018,6/28/2018,6/23/2018,3485
96,x 86791017985-09,6/5/2018,6/26/2018,6/26/2018,"15131,57"
174,x 10641176832-10,5/18/2018,6/26/2018,6/26/2018,"77544,48"
458,x 14599123731-03,5/17/2018,6/28/2018,6/27/2018,6324
246,x 10859524552-06,5/11/2018,6/26/2018,6/28/2018,"5601,94"
777,x 86791017985-09,4/25/2018,5/23/2018,6/28/2018,"4710,36"
783,x 39315597929-00,5/23/2018,6/28/2018,6/28/2018,"3833,5"
79,x 26759470396-10,6/8/2018,6/29/2018,6/29/2018,"21907,49"
174,x 94994947160-08,5/25/2018,6/29/2018,6/29/2018,"71550,96"
196,x 41541621975-04,3/31/2018,6/9/2018,6/30/2018,"16382,33"
196,x 50292624232-07,3/31/2018,6/9/2018,6/30/2018,"18451,73"
196,x 95230728368-03,3/31/2018,6/19/2018,6/30/2018,"2256,2"
196,x 14599123731-03,5/12/2018,6/30/2018,6/30/2018,"12100,75"
96,x 32439935907-10,5/10/2018,6/14/2018,7/3/2018,"14870,56"
96,x 25497925389-08,6/5/2018,7/3/2018,7/3/2018,"15736,84"
770,x 77167377617-02,4/7/2018,5/15/2018,7/3/2018,"4842,688"
777,x 10859524552-06,4/25/2018,5/30/2018,7/3/2018,"4701,452"
246,x 75664985359-06,5/11/2018,6/30/2018,7/4/2018,"6118,25"
458,x 75664985359-06,5/17/2018,7/5/2018,7/4/2018,6324
458,x 14057272557-06,6/14/2018,7/5/2018,7/4/2018,"9064,4"
779,x 14057272557-06,6/9/2018,7/7/2018,7/5/2018,2788
779,x 77167377617-02,6/9/2018,7/14/2018,7/5/2018,2788
79,x 61586581630-06,6/8/2018,7/6/2018,7/6/2018,"21052,64"
174,x 63718177635-06,6/2/2018,7/7/2018,7/7/2018,"2828,48"
174,x 39315597929-00,6/2/2018,7/7/2018,7/7/2018,"68377,58"
196,x 25497925389-08,5/12/2018,7/7/2018,7/7/2018,"12216,37"
196,x 41541621975-04,6/2/2018,7/7/2018,7/7/2018,"26464,83"
246,x 14599123731-03,5/11/2018,7/5/2018,7/7/2018,"6071,03"
792,x 26759470396-10,5/23/2018,7/7/2018,7/7/2018,"3632,9"
96,x 50292624232-07,6/5/2018,7/10/2018,7/10/2018,"16361,62"
133,x 80771218846-00,6/13/2018,7/11/2018,7/11/2018,"5449,39"
458,x 86791017985-09,6/14/2018,7/12/2018,7/11/2018,"9064,4"
246,x 77167377617-02,5/11/2018,7/10/2018,7/12/2018,"6711,34"
458,x 26759470396-10,5/17/2018,7/12/2018,7/12/2018,6324
789,x 77167377617-02,6/9/2018,7/7/2018,7/12/2018,"3214,87"
79,x 77167377617-02,6/8/2018,7/13/2018,7/13/2018,"19825,57"
178,x 10859524552-06,6/13/2018,7/13/2018,7/13/2018,"61392,81"
178,x 50292624232-07,6/13/2018,7/13/2018,7/13/2018,"57697,6"
178,x 95230728368-03,6/13/2018,7/13/2018,7/13/2018,"60753,3"
178,x 64252401479-03,6/13/2018,7/13/2018,7/13/2018,74903
196,x 10859524552-06,3/17/2018,7/12/2018,7/13/2018,"28701,84"
196,x 14599123731-03,5/12/2018,7/13/2018,7/13/2018,"11749,22"
175,x 80771218846-00,6/9/2018,7/14/2018,7/14/2018,"172297,12"
196,x 25497925389-08,6/2/2018,7/14/2018,7/14/2018,"25174,05"
285,x 25455392583-10,6/16/2018,7/14/2018,7/14/2018,"6576,79"
286,x 14057272557-06,6/16/2018,7/14/2018,7/14/2018,"16223,23"
777,x 25455392583-10,6/9/2018,7/14/2018,7/14/2018,2788
96,x 61586581630-06,6/5/2018,7/17/2018,7/17/2018,"14515,93"
105,x 57767778949-09,6/26/2018,7/17/2018,7/17/2018,"158494,97"
133,x 14057272557-06,6/13/2018,7/18/2018,7/18/2018,"6077,58"
458,x 39315597929-00,6/14/2018,7/19/2018,7/18/2018,"9064,4"
770,x 75664985359-06,4/25/2018,5/23/2018,7/18/2018,3485
770,x 25455392583-10,4/25/2018,5/30/2018,7/18/2018,3485
779,x 25497925389-08,6/23/2018,7/21/2018,7/18/2018,"4530,5"
779,x 80771218846-00,6/23/2018,7/28/2018,7/18/2018,"4530,5"
175,x 50292624232-07,6/14/2018,7/19/2018,7/19/2018,"179293,43"
196,x 39315597929-00,3/31/2018,7/18/2018,7/19/2018,"17891,3"
320,x 61586581630-06,6/21/2018,7/19/2018,7/19/2018,"15186,661"
788,x 26759470396-10,6/9/2018,7/7/2018,7/19/2018,"2877,216"
49,x 10641176832-10,6/27/2018,6/27/2018,7/20/2018,"4937,31"
792,x 25497925389-08,5/23/2018,7/20/2018,7/20/2018,"3554,7"
79,x 41541621975-04,6/30/2018,7/21/2018,7/21/2018,"21086,08"
174,x 25455392583-10,6/16/2018,7/21/2018,7/21/2018,"98900,42"
285,x 10641176832-10,6/16/2018,7/21/2018,7/21/2018,"7128,57"
286,x 29486015020-04,6/16/2018,7/21/2018,7/21/2018,"16199,38"
788,x 50292624232-07,6/9/2018,7/14/2018,7/21/2018,"2864,5"
792,x 22208151256-06,6/23/2018,7/21/2018,7/21/2018,"2439,5"
458,x 57767778949-09,6/14/2018,7/26/2018,7/24/2018,"9064,4"
133,x 25497925389-08,6/13/2018,7/25/2018,7/25/2018,"5611,12"
96,x 86791017985-09,7/5/2018,7/26/2018,7/26/2018,"14431,38"
320,x 75664985359-06,6/21/2018,7/26/2018,7/26/2018,"15186,661"
770,x 57767778949-09,6/9/2018,7/7/2018,7/26/2018,"3258,662"
789,x 57767778949-09,6/9/2018,7/14/2018,7/27/2018,"3239,894"
79,x 61586581630-06,6/30/2018,7/28/2018,7/28/2018,"21899,03"
285,x 25497925389-08,6/16/2018,7/28/2018,7/28/2018,"6515,79"
286,x 94994947160-08,6/16/2018,7/28/2018,7/28/2018,"15431,16"
777,x 39315597929-00,6/9/2018,7/7/2018,7/28/2018,"2902,308"
792,x 63718177635-06,6/23/2018,7/28/2018,7/28/2018,"2439,5"
770,x 22208151256-06,6/9/2018,7/14/2018,7/31/2018,"3252,406"
777,x 29486015020-04,6/23/2018,7/21/2018,7/31/2018,"3948,59"
174,x 80771218846-00,6/27/2018,8/1/2018,8/1/2018,"148265,85"
356,x 94994947160-08,8/1/2018,8/1/2018,8/1/2018,59738
458,x 25455392583-10,6/14/2018,8/2/2018,8/1/2018,"9064,4"
96,x 14599123731-03,7/5/2018,8/2/2018,8/2/2018,"13579,56"
320,x 29486015020-04,6/21/2018,8/2/2018,8/2/2018,"15186,678"
196,x 14599123731-03,6/2/2018,8/3/2018,8/3/2018,"25456,65"
79,x 41541621975-04,6/30/2018,8/4/2018,8/4/2018,"20029,82"
174,x 94994947160-08,6/30/2018,8/4/2018,8/4/2018,"143942,4"
777,x 14599123731-03,6/23/2018,7/28/2018,8/4/2018,"3937,064"
178,x 95230728368-03,6/13/2018,8/7/2018,8/7/2018,"72686,4"
196,x 61320183682-00,6/2/2018,8/7/2018,8/7/2018,"24922,59"
777,x 94994947160-08,7/7/2018,8/7/2018,8/7/2018,2788
779,x 75664985359-06,7/7/2018,8/7/2018,8/7/2018,"2439,5"
792,x 39315597929-00,7/7/2018,8/7/2018,8/7/2018,"2439,5"
779,x 75664985359-06,7/7/2018,8/14/2018,8/8/2018,"2439,5"
53,x 39315597929-00,8/9/2018,8/9/2018,8/9/2018,"2424,03"
96,x 22208151256-06,7/5/2018,8/9/2018,8/9/2018,"14590,2"
105,x 39315597929-00,7/20/2018,8/10/2018,8/9/2018,"169963,07"
175,x 61586581630-06,7/5/2018,8/9/2018,8/9/2018,"168997,37"
174,x 14599123731-03,7/7/2018,8/11/2018,8/11/2018,"145647,67"
174,x 94994947160-08,7/7/2018,8/11/2018,8/11/2018,"117829,67"
285,x 63718177635-06,7/14/2018,8/11/2018,8/11/2018,"4906,48"
286,x 25497925389-08,7/14/2018,8/11/2018,8/11/2018,"16565,59"
424,x 14599123731-03,7/14/2018,8/11/2018,8/11/2018,3213
178,x 14057272557-06,6/13/2018,8/14/2018,8/14/2018,"69749,57"
178,x 63718177635-06,6/13/2018,8/14/2018,8/14/2018,"67220,64"
178,x 29486015020-04,6/13/2018,8/14/2018,8/14/2018,"64435,32"
178,x 75664985359-06,6/13/2018,8/14/2018,8/14/2018,"62652,25"
178,x 64252401479-03,6/13/2018,8/14/2018,8/14/2018,"64570,97"
196,x 57767778949-09,3/31/2018,6/29/2018,8/14/2018,"9314,56"
777,x 94994947160-08,7/7/2018,8/14/2018,8/14/2018,2788
792,x 25455392583-10,7/7/2018,8/14/2018,8/14/2018,"2439,5"
96,x 22208151256-06,7/5/2018,8/16/2018,8/16/2018,"13451,88"
174,x 26759470396-10,7/14/2018,8/18/2018,8/18/2018,"133415,02"
175,x 64252401479-03,7/14/2018,8/18/2018,8/18/2018,"160711,2"
285,x 14599123731-03,7/14/2018,8/18/2018,8/18/2018,"5006,68"
286,x 61320183682-00,7/14/2018,8/18/2018,8/18/2018,"16574,32"
424,x 63718177635-06,7/14/2018,8/18/2018,8/18/2018,3213
105,x 63718177635-06,7/31/2018,8/21/2018,8/21/2018,"146032,56"
196,x 61586581630-06,6/2/2018,8/21/2018,8/21/2018,"22795,77"
788,x 22208151256-06,7/7/2018,8/7/2018,8/21/2018,"2522,562"
788,x 63718177635-06,7/7/2018,8/14/2018,8/21/2018,"2505,426"
246,x 29486015020-04,7/21/2018,8/15/2018,8/22/2018,"7111,09"
458,x 10641176832-10,7/20/2018,8/23/2018,8/22/2018,21760
79,x 39315597929-00,8/2/2018,8/23/2018,8/23/2018,"31493,7"
246,x 64252401479-03,7/21/2018,8/21/2018,8/23/2018,"7162,05"
174,x 25497925389-08,7/21/2018,8/25/2018,8/25/2018,"141827,32"
285,x 39315597929-00,7/14/2018,8/25/2018,8/25/2018,"5379,39"
286,x 95230728368-03,7/14/2018,8/25/2018,8/25/2018,"19441,4"
424,x 32439935907-10,7/14/2018,8/25/2018,8/25/2018,3213
133,x 61320183682-00,7/31/2018,8/28/2018,8/28/2018,"10693,2"
246,x 80771218846-00,7/21/2018,8/25/2018,8/28/2018,"7637,76"
285,x 86791017985-09,7/31/2018,8/28/2018,8/28/2018,"1905,44"
286,x 61320183682-00,7/31/2018,8/28/2018,8/28/2018,"11133,04"
788,x 32439935907-10,7/21/2018,8/21/2018,8/28/2018,"2505,426"
79,x 95230728368-03,8/2/2018,8/30/2018,8/30/2018,"31229,13"
196,x 64252401479-03,7/26/2018,8/30/2018,8/30/2018,"13764,49"
246,x 25455392583-10,7/21/2018,8/30/2018,8/30/2018,"8171,21"
96,x 10641176832-10,8/10/2018,8/31/2018,8/31/2018,"15905,63"
458,x 57767778949-09,7/20/2018,8/30/2018,8/31/2018,21760
178,x 29486015020-04,9/1/2018,9/1/2018,9/1/2018,"161241,6"
424,x 10641176832-10,7/14/2018,9/1/2018,9/1/2018,3213
788,x 95230728368-03,7/21/2018,8/28/2018,9/1/2018,"2498,082"
792,x 25497925389-08,8/9/2018,9/6/2018,9/1/2018,"2997,1"
133,x 14599123731-03,7/31/2018,9/4/2018,9/4/2018,"11247,48"
246,x 29486015020-04,7/21/2018,9/4/2018,9/4/2018,"7853,16"
285,x 63718177635-06,7/31/2018,9/4/2018,9/4/2018,"1829,81"
286,x 26759470396-10,7/31/2018,9/4/2018,9/4/2018,"11130,79"
320,x 95230728368-03,8/7/2018,9/4/2018,9/4/2018,21862
779,x 94994947160-08,8/9/2018,9/6/2018,9/4/2018,"5924,5"
779,x 57767778949-09,8/9/2018,9/13/2018,9/4/2018,"5924,5"
356,x 61320183682-00,8/31/2018,8/31/2018,9/5/2018,"68110,5"
79,x 57767778949-09,8/2/2018,9/6/2018,9/6/2018,"31847,52"
196,x 50292624232-07,7/26/2018,9/6/2018,9/6/2018,"12102,91"
770,x 75664985359-06,8/9/2018,9/6/2018,9/6/2018,6273
777,x 14599123731-03,8/9/2018,9/6/2018,9/6/2018,"2439,5"
789,x 63718177635-06,8/9/2018,9/6/2018,9/6/2018,2788
96,x 77167377617-02,8/10/2018,9/8/2018,9/8/2018,"13808,25"
105,x 22208151256-06,8/18/2018,9/8/2018,9/8/2018,"145097,48"
174,x 29486015020-04,8/4/2018,9/8/2018,9/8/2018,"152755,48"
424,x 94994947160-08,7/14/2018,9/8/2018,9/8/2018,3213
53,x 14599123731-03,9/11/2018,9/11/2018,9/11/2018,"2110,13"
133,x 10859524552-06,7/31/2018,9/11/2018,9/11/2018,"10932,74"
178,x 14599123731-03,6/13/2018,9/11/2018,9/11/2018,"66547,64"
178,x 39315597929-00,6/13/2018,9/11/2018,9/11/2018,"64557,4"
178,x 77167377617-02,6/13/2018,9/11/2018,9/11/2018,"60772,69"
178,x 80771218846-00,6/13/2018,9/11/2018,9/11/2018,"74189,65"
178,x 95230728368-03,6/13/2018,9/11/2018,9/11/2018,"72056,49"
246,x 29486015020-04,8/7/2018,9/11/2018,9/11/2018,"6905,48"
285,x 80771218846-00,7/31/2018,9/11/2018,9/11/2018,"1723,91"
286,x 80771218846-00,7/31/2018,9/11/2018,9/11/2018,"10810,67"
320,x 29486015020-04,8/7/2018,9/11/2018,9/11/2018,21862
428,x 61320183682-00,7/31/2018,9/11/2018,9/11/2018,"8375,322"
458,x 77167377617-02,7/20/2018,9/6/2018,9/11/2018,21760
792,x 14599123731-03,8/9/2018,9/13/2018,9/11/2018,"2997,1"
246,x 50292624232-07,7/21/2018,9/11/2018,9/12/2018,"6785,95"
79,x 57767778949-09,8/2/2018,9/13/2018,9/13/2018,"34877,89"
175,x 75664985359-06,8/9/2018,9/13/2018,9/13/2018,"171401,89"
770,x 50292624232-07,8/9/2018,9/13/2018,9/13/2018,6273
777,x 29486015020-04,8/9/2018,9/13/2018,9/13/2018,"2439,5"
789,x 80771218846-00,8/9/2018,9/13/2018,9/13/2018,2788
96,x 25497925389-08,8/10/2018,9/14/2018,9/14/2018,"16050,54"
196,x 95230728368-03,7/26/2018,9/13/2018,9/14/2018,"12972,8"
458,x 29486015020-04,7/20/2018,9/13/2018,9/14/2018,21760
53,x 10641176832-10,9/15/2018,9/15/2018,9/15/2018,"704,59"
174,x 26759470396-10,8/11/2018,9/15/2018,9/15/2018,"154860,88"
196,x 80771218846-00,8/11/2018,9/15/2018,9/15/2018,"11872,8"
246,x 10859524552-06,7/21/2018,9/14/2018,9/15/2018,"7067,39"
788,x 94994947160-08,8/9/2018,9/6/2018,9/15/2018,"4303,278"
196,x 22208151256-06,8/28/2018,9/18/2018,9/18/2018,"11865,55"
320,x 25497925389-08,8/7/2018,9/18/2018,9/18/2018,21862
458,x 75664985359-06,7/20/2018,9/20/2018,9/18/2018,21760
788,x 86791017985-09,8/9/2018,9/13/2018,9/18/2018,"4286,55"
246,x 63718177635-06,8/7/2018,9/18/2018,9/19/2018,"8029,89"
428,x 41541621975-04,7/31/2018,9/18/2018,9/19/2018,"8375,339"
779,x 25455392583-10,8/24/2018,9/21/2018,9/19/2018,"3833,5"
53,x 77167377617-02,9/20/2018,9/20/2018,9/20/2018,"8371,56"
107,x 29486015020-04,8/30/2018,9/20/2018,9/20/2018,"6686,85"
165,x 94994947160-08,8/14/2018,9/4/2018,9/20/2018,"14615,67"
779,x 64252401479-03,8/24/2018,9/28/2018,9/20/2018,"3833,5"
96,x 10641176832-10,8/10/2018,9/21/2018,9/21/2018,"14844,06"
770,x 77167377617-02,8/24/2018,9/21/2018,9/21/2018,4182
792,x 26759470396-10,8/24/2018,9/21/2018,9/21/2018,"2648,6"
792,x 64252401479-03,8/24/2018,9/28/2018,9/21/2018,"2648,6"
53,x 41541621975-04,9/22/2018,9/22/2018,9/22/2018,"1821,74"
105,x 61586581630-06,8/31/2018,9/25/2018,9/22/2018,"50512,14"
174,x 10859524552-06,8/18/2018,9/22/2018,9/22/2018,"77606,14"
178,x 32439935907-10,9/22/2018,9/22/2018,9/22/2018,"256906,12"
246,x 32439935907-10,8/7/2018,9/21/2018,9/22/2018,"7956,47"
458,x 95230728368-03,7/20/2018,9/27/2018,9/22/2018,21760
246,x 63718177635-06,7/21/2018,9/19/2018,9/25/2018,"7969,59"
788,x 80771218846-00,8/24/2018,9/21/2018,9/25/2018,"3568,64"
285,x 10641176832-10,8/29/2018,9/26/2018,9/26/2018,"7434,51"
107,x 64252401479-03,8/30/2018,9/27/2018,9/27/2018,"6226,79"
165,x 29486015020-04,8/14/2018,9/11/2018,9/27/2018,"13908,98"
133,x 39315597929-00,8/31/2018,9/28/2018,9/28/2018,"10290,44"
770,x 14599123731-03,8/24/2018,9/28/2018,9/28/2018,4182
246,x 14599123731-03,7/21/2018,9/26/2018,9/29/2018,"7883,84"
246,x 32439935907-10,8/7/2018,9/26/2018,9/29/2018,"8516,45"
285,x 14057272557-06,8/31/2018,9/28/2018,9/29/2018,"7725,59"
96,x 41541621975-04,8/31/2018,10/2/2018,10/2/2018,"14398,73"
788,x 61586581630-06,8/24/2018,9/28/2018,10/2/2018,"3568,64"
792,x 14599123731-03,9/8/2018,10/6/2018,10/2/2018,"2509,2"
165,x 57767778949-09,8/14/2018,9/18/2018,10/3/2018,"14912,55"
175,x 10859524552-06,8/29/2018,10/3/2018,10/3/2018,"161544,82"
196,x 61320183682-00,9/28/2018,10/2/2018,10/3/2018,"8831,52"
285,x 64252401479-03,8/29/2018,10/3/2018,10/3/2018,"7967,77"
107,x 95230728368-03,8/30/2018,10/4/2018,10/4/2018,"6361,74"
133,x 61586581630-06,8/31/2018,10/5/2018,10/5/2018,"9500,02"
174,x 77167377617-02,8/31/2018,10/5/2018,10/5/2018,"157740,36"
285,x 94994947160-08,8/31/2018,10/5/2018,10/5/2018,"6511,68"
286,x 10859524552-06,8/31/2018,10/5/2018,10/5/2018,"17945,91"
286,x 26759470396-10,8/31/2018,9/28/2018,10/6/2018,"16734,62"
777,x 50292624232-07,9/8/2018,10/6/2018,10/6/2018,"2439,5"
789,x 63718177635-06,9/8/2018,10/6/2018,10/6/2018,"2439,5"
96,x 86791017985-09,8/31/2018,10/9/2018,10/9/2018,"14104,88"
792,x 80771218846-00,9/8/2018,10/13/2018,10/9/2018,"2509,2"
165,x 10641176832-10,8/14/2018,9/25/2018,10/10/2018,"15213,99"
246,x 25497925389-08,7/21/2018,10/4/2018,10/10/2018,"7204,06"
246,x 57767778949-09,8/7/2018,10/6/2018,10/10/2018,"8514,86"
285,x 80771218846-00,8/29/2018,10/10/2018,10/10/2018,"6200,91"
286,x 77167377617-02,8/29/2018,10/10/2018,10/10/2018,"10750,15"
175,x 77167377617-02,9/6/2018,10/11/2018,10/11/2018,"7552,76"
286,x 29486015020-04,8/29/2018,9/26/2018,10/11/2018,"10962,27"
428,x 94994947160-08,7/31/2018,9/25/2018,10/11/2018,"8375,339"
133,x 32439935907-10,8/31/2018,10/13/2018,10/13/2018,"9790,9"
196,x 14057272557-06,9/28/2018,10/13/2018,10/13/2018,"13127,19"
285,x 14599123731-03,8/31/2018,10/13/2018,10/13/2018,"7199,86"
286,x 63718177635-06,8/31/2018,10/13/2018,10/13/2018,"19441,39"
777,x 61586581630-06,9/8/2018,10/13/2018,10/13/2018,"2439,5"
96,x 61586581630-06,8/31/2018,10/16/2018,10/16/2018,"14981,76"
107,x 50292624232-07,9/30/2018,10/23/2018,10/16/2018,"7266,86"
174,x 26759470396-10,9/9/2018,10/16/2018,10/16/2018,"133415,02"
246,x 61586581630-06,8/7/2018,10/2/2018,10/16/2018,"7271,19"
424,x 10859524552-06,9/16/2018,10/16/2018,10/16/2018,8330
779,x 14057272557-06,9/23/2018,10/23/2018,10/16/2018,"7318,5"
788,x 32439935907-10,9/8/2018,10/13/2018,10/16/2018,"3833,5"
178,x 25455392583-10,10/17/2018,10/17/2018,10/17/2018,"205854,56"
789,x 14599123731-03,9/8/2018,10/13/2018,10/18/2018,"2439,5"
96,x 61320183682-00,9/19/2018,10/20/2018,10/19/2018,"2762,32"
165,x 95230728368-03,8/14/2018,10/2/2018,10/19/2018,"15515,26"
246,x 32439935907-10,8/7/2018,10/13/2018,10/19/2018,"7007,32"
779,x 61586581630-06,9/23/2018,10/30/2018,10/19/2018,"7318,5"
96,x 75664985359-06,9/19/2018,10/20/2018,10/20/2018,"15980,3"
178,x 80771218846-00,10/20/2018,10/20/2018,10/20/2018,130560
178,x 14057272557-06,10/20/2018,10/20/2018,10/20/2018,69972
79,x 61320183682-00,9/30/2018,10/23/2018,10/23/2018,"34397,94"
96,x 61320183682-00,9/30/2018,10/23/2018,10/23/2018,"4165,17"
96,x 26759470396-10,9/30/2018,10/23/2018,10/23/2018,"21447,84"
105,x 57767778949-09,9/30/2018,10/23/2018,10/23/2018,"131988,43"
174,x 57767778949-09,9/16/2018,10/23/2018,10/23/2018,"144796,25"
196,x 22208151256-06,9/28/2018,10/23/2018,10/23/2018,"13179,98"
246,x 80771218846-00,8/7/2018,10/20/2018,10/23/2018,"7490,11"
356,x 57767778949-09,10/17/2018,10/17/2018,10/23/2018,"120230,46"
424,x 29486015020-04,9/16/2018,10/23/2018,10/23/2018,8330
770,x 25497925389-08,9/23/2018,10/23/2018,10/23/2018,3485
777,x 10641176832-10,9/23/2018,10/23/2018,10/23/2018,"2439,5"
789,x 86791017985-09,9/23/2018,10/23/2018,10/23/2018,3485
792,x 10859524552-06,9/23/2018,10/23/2018,10/23/2018,"2857,7"
792,x 22208151256-06,9/23/2018,10/30/2018,10/23/2018,"2857,7"
320,x 61586581630-06,9/26/2018,10/24/2018,10/24/2018,21250
96,x 41541621975-04,8/31/2018,10/25/2018,10/25/2018,"14244,3"
96,x 14599123731-03,9/19/2018,10/27/2018,10/27/2018,"12937,19"
96,x 75664985359-06,9/19/2018,10/27/2018,10/27/2018,"2850,83"
133,x 57767778949-09,9/29/2018,10/27/2018,10/27/2018,"11706,24"
79,x 14599123731-03,9/30/2018,10/30/2018,10/30/2018,"34797,21"
96,x 26759470396-10,9/30/2018,10/30/2018,10/30/2018,"21933,78"
96,x 25455392583-10,9/30/2018,10/30/2018,10/30/2018,"4603,87"
107,x 64252401479-03,9/30/2018,10/30/2018,10/30/2018,"7254,69"
174,x 29486015020-04,9/23/2018,10/30/2018,10/30/2018,"133796,95"
424,x 95230728368-03,9/16/2018,10/30/2018,10/30/2018,8330
770,x 10859524552-06,9/23/2018,10/30/2018,10/30/2018,3485
777,x 25455392583-10,9/23/2018,10/30/2018,10/30/2018,"2439,5"
788,x 77167377617-02,9/8/2018,10/6/2018,10/30/2018,"3833,5"
178,x 25497925389-08,10/31/2018,10/31/2018,10/31/2018,"178214,4"
246,x 61586581630-06,8/7/2018,10/27/2018,10/31/2018,"8304,83"
320,x 39315597929-00,9/26/2018,10/31/2018,10/31/2018,21250
246,x 22208151256-06,9/30/2018,10/30/2018,11/1/2018,"7554,46"
789,x 61586581630-06,9/23/2018,10/30/2018,11/1/2018,"3561,67"
96,x 75664985359-06,9/19/2018,11/3/2018,11/3/2018,"13726,31"
96,x 95230728368-03,9/19/2018,11/3/2018,11/3/2018,"2355,05"
133,x 10641176832-10,9/29/2018,11/3/2018,11/3/2018,"11966,91"
174,x 63718177635-06,9/29/2018,11/3/2018,11/3/2018,"132642,92"
196,x 26759470396-10,9/28/2018,11/3/2018,11/3/2018,"12079,26"
788,x 29486015020-04,9/23/2018,10/23/2018,11/3/2018,"3952,432"
79,x 29486015020-04,9/30/2018,11/6/2018,11/6/2018,"33445,86"
96,x 41541621975-04,9/30/2018,11/6/2018,11/6/2018,"21914,43"
96,x 61586581630-06,9/30/2018,11/6/2018,11/6/2018,"4332,02"
107,x 25497925389-08,9/30/2018,11/6/2018,11/6/2018,"6909,96"
133,x 61320183682-00,9/30/2018,11/6/2018,11/6/2018,"11474,57"
175,x 95230728368-03,9/30/2018,11/6/2018,11/6/2018,"179878,68"
424,x 26759470396-10,9/16/2018,11/6/2018,11/6/2018,8330
458,x 25497925389-08,9/30/2018,11/3/2018,11/6/2018,"23029,339"
788,x 61320183682-00,9/23/2018,10/30/2018,11/6/2018,"3845,4"
246,x 14599123731-03,8/7/2018,11/3/2018,11/7/2018,"6961,74"
320,x 32439935907-10,9/26/2018,11/7/2018,11/7/2018,21250
792,x 63718177635-06,10/13/2018,11/10/2018,11/7/2018,3485
105,x 57767778949-09,10/18/2018,11/8/2018,11/8/2018,"149093,41"
165,x 94994947160-08,9/21/2018,10/13/2018,11/8/2018,"3673,24"
165,x 61586581630-06,9/21/2018,10/19/2018,11/8/2018,"3441,44"
165,x 94994947160-08,9/21/2018,10/26/2018,11/8/2018,"3560,63"
178,x 61586581630-06,10/19/2018,10/19/2018,11/8/2018,"8259,2"
246,x 75664985359-06,9/30/2018,11/6/2018,11/8/2018,"7706,07"
165,x 14599123731-03,9/21/2018,10/19/2018,11/9/2018,"11296,39"
165,x 75664985359-06,9/21/2018,10/13/2018,11/9/2018,"11984,4"
79,x 50292624232-07,9/30/2018,11/13/2018,11/10/2018,"36273,02"
133,x 61586581630-06,9/29/2018,11/10/2018,11/10/2018,"10693,19"
165,x 26759470396-10,9/21/2018,10/26/2018,11/10/2018,"9910,15"
178,x 77167377617-02,11/10/2018,11/10/2018,11/10/2018,"149525,59"
246,x 22208151256-06,9/30/2018,11/9/2018,11/10/2018,"8508,92"
458,x 22208151256-06,9/30/2018,11/10/2018,11/10/2018,"23029,339"
96,x 50292624232-07,9/19/2018,11/13/2018,11/13/2018,"2452,43"
96,x 10859524552-06,9/19/2018,11/13/2018,11/13/2018,"15509,01"
96,x 29486015020-04,9/30/2018,11/13/2018,11/13/2018,"4214,72"
96,x 64252401479-03,9/30/2018,11/13/2018,11/13/2018,"22558,97"
133,x 26759470396-10,9/30/2018,11/13/2018,11/13/2018,"11714,62"
174,x 80771218846-00,9/30/2018,11/13/2018,11/13/2018,"147903,54"
196,x 61586581630-06,9/28/2018,11/13/2018,11/13/2018,"13120,2"
246,x 26759470396-10,10/28/2018,11/13/2018,11/13/2018,"7121,83"
246,x 26759470396-10,9/30/2018,11/14/2018,11/14/2018,"8415,62"
424,x 61320183682-00,9/16/2018,11/13/2018,11/14/2018,8330
458,x 50292624232-07,9/30/2018,11/17/2018,11/14/2018,"23029,339"
